[    0.00s ->     4.88s] Hey guys, welcome to today's monthly live training. Super excited. This is the first
[ 1685.68s ->  1690.72s] trades, debit trades, calendar strategies, option traders, your trade stock options, ETF options,
[ 1690.84s ->  1695.48s] futures options, index options, people who are new to options but still want passive income,
[ 1695.84s ->  1699.56s] and someone who wants to sell options but hates the risk that comes with it.
[ 1699.56s ->  1705.68s] And so you're going to get access to my options auto trader software, my private bot library that
[ 1705.68s ->  1710.50s] nobody else has access to. And you're also going to get, I was like, what else do they need? They
[ 1710.50s ->  1715.14s] probably need support. So not only do you get the resources you need, the tools designed to help
[ 1715.14s ->  1719.86s] you profit, but you also get one-on-one support and setup. That means a one-on-one call with me to
[ 1719.86s ->  1724.72s] get set up and going. One-on-one bot review to make sure your bots are set up correctly and in line
[ 1724.72s ->  1729.86s] with your personal income and risk tolerance levels. Monthly bot and account checkup to make
[ 1729.86s ->  1734.46s] sure that your account is always safe and good to go and in line with the market. Weekly office
[ 1734.46s ->  1738.72s] hours coaching so you can jump on a call anytime you need help with us and a community groove chat.
[ 1738.96s ->  1744.20s] So if you want access to the software, the bots and world-class support and a private community
[ 1744.20s ->  1751.72s] with a ton of bonuses, that's a total value of $21,970. Let's talk. Okay. If you're interested
[ 1751.72s ->  1754.88s] and want to see if this is a good fit for you, click the button down below to apply.
[ 1755.24s ->  1760.78s] If you have more than 50,000 in your account and are tired of losses and a lack of consistency,
[ 1760.78s ->  1765.78s] you knew that if you just had consistent results, it would be, it would be a world-class changer for
[ 1765.78s ->  1769.08s] you. You know, you had more time with your family, less time on the screen, you have more peace of
[ 1769.08s ->  1774.24s] mind, then click down below and apply. And I would love to talk, talk with you about it. And if you
[ 1774.24s ->  1779.60s] have at least $2,000 to $10,000 to invest in yourself and your options trading, click the link down below to
[ 1779.60s ->  1785.14s] apply. Our programs range from $2,000 to $10,000, depending on how much support you want and need.
[ 1785.40s ->  1789.36s] And I would love to be able to help you out and figure out what is best for you. So click the
[ 1789.36s ->  1793.60s] button down below to apply. If you're a good fit, we'll jump on and we'll truly want to help you and
[ 1793.60s ->  1797.36s] see where you're a good fit. If we can't help you, we'll let you know, but if we can, we'll make sure
[ 1797.36s ->  1803.10s] you go to the right place. So apply for a call down below. We only take five new coaching clients a month
[ 1803.10s ->  1808.06s] because of how much attention we give each person. So book a time down below and claim your spot before
[ 1808.06s ->  1814.02s] they're all gone. Now, if you're tired of one huge loss, wiping out months of profits and having no
[ 1814.02s ->  1817.92s] free time when you thought you were supposed to be enjoying your retirement, or you want to turn
[ 1817.92s ->  1824.80s] your $50,000 account into a reliable stream of passive income that prints $2,000 or more every
[ 1824.80s ->  1831.04s] single month, apply for a call down below. And last but not least, just so you know, I can only handle
[ 1831.04s ->  1835.92s] five new coaching clients a month because of how much energy I pour into everyone, how much I actually
[ 1835.92s ->  1839.96s] review your accounts, get on calls with you and make sure you're set up to success. I like to make
[ 1839.96s ->  1844.32s] sure you have all the resources to help guarantee what you're trying to do. And if you're serious,
[ 1844.32s ->  1850.18s] or you're just interested in need more information, apply for a call down below. There's only five spots
[ 1850.18s ->  1854.70s] per month. Do it right now. Guys, I hope you enjoyed this training. I hope you learned something. If
[ 1854.70s ->  1858.84s] you're even a little curious, please click the apply button because I want to talk to you and see if we
[ 1858.84s ->  1863.24s] can help you. If we can, we'll let you know. If we can't, we tell you we won't. We only work with people
[ 1863.24s ->  1868.20s] who are a great fit, who can actually help. And so if that's you, please click apply and we'll let
[ 1868.20s ->  1872.18s] you know. I guys hope you enjoyed the training and click down below and apply and I'll see you soon.
