[    0.46s ->     6.06s] Brownian motion is the most important mathematical object in all of quantitative
[ 1977.96s ->  1983.64s] you see here. We're just going to use the definition effectively of a function of a random variable
[ 1983.64s ->  1990.28s] to find the expectation. And by the law of large numbers, that will converge. Essentially, what I'm
[ 1990.28s ->  1996.04s] going to do is I'm going to simulate a stock price path and I'm going to compute the payout of the option.
[ 1996.04s ->  2002.76s] So here's the strike price at time capital T. This was in the money. I'll record the payout and I will
[ 2002.76s ->  2012.22s] discount it back to the present. Then I'll do it again. I'll observe the payout. I will discount
[ 2012.22s ->  2017.44s] it back to the present and make sure that I don't have a random seed here. It doesn't look like I have
[ 2017.44s ->  2026.24s] a random seed. I'll run this again. I'll get a different path. I'll record the payout, discount
[ 2026.24s ->  2030.56s] it back to the present. I'm going to do that a large number of times. Effectively, I'm just
[ 2030.56s ->  2038.48s] sampling the terminal distribution of the stock price process. Do I need to simulate the arithmetic
[ 2038.48s ->  2046.08s] Brownian motion to get the terminal distribution? Well, no, I don't have to because thanks to the
[ 2046.08s ->  2050.96s] independent increments that we observed here and we observed here, we know what the theoretical
[ 2050.96s ->  2058.00s] distribution is. We know the empirical distribution. If we continue to sample paths is going to converge.
[ 2058.00s ->  2065.20s] So let's just use the terminal distribution outright. That is going to make this far faster.
[ 2065.20s ->  2070.16s] And what you're going to observe is if I continue to sample from that
[ 2070.16s ->  2076.80s] theoretical terminal distribution and I plot the payouts and I discount them back to the present,
[ 2076.80s ->  2084.88s] I will converge then to the theoretical option price. What you're seeing here is the payoff function
[ 2084.88s ->  2091.68s] of the option contract. Each point represents a sample from the terminal distribution. Again,
[ 2091.68s ->  2097.44s] I know what it is outright. Thanks to independent increments. Arithmetic Brownian motion is
[ 2097.44s ->  2102.80s] just an affine transformation of the Brownian motion. So I can draw directly from that terminal
[ 2102.80s ->  2109.36s] distribution that will allow me to produce points on this payoff diagram. Then I discount it back to the
[ 2109.36s ->  2114.56s] present. I do this for a whole bunch of points, take the average and look what happens to the average.
[ 2114.56s ->  2123.24s] As I continue to sample, it converges to the theoretical option price, given the stock price follows an
[ 2123.24s ->  2128.44s] arithmetic Brownian motion. But Roman, your assumptions are wrong. Stock prices don't follow
[ 2128.44s ->  2135.16s] an arithmetic Brownian motion, a Bachelier framework, or even a Black-Scholes, Bates, Merton, Heston,
[ 2135.16s ->  2142.60s] a rough volatility framework. No kidding. If we had the dynamics of the stock price process,
[ 2142.60s ->  2148.76s] we wouldn't need a model in the first place. Let me propose to you a hypothetical. You're sitting
[ 2148.76s ->  2154.76s] there on a trading desk and you're serving a business function, making a market. What are
[ 2154.76s ->  2158.52s] you going to do? You're going to sit there and say, I'm not going to make an assumption because
[ 2158.52s ->  2163.88s] I know it's wrong. Okay. Quote a price for your client. Do you want to do that in the dark? No,
[ 2163.88s ->  2168.52s] you're going to want to use a model to make an informed decision about the price,
[ 2168.52s ->  2175.64s] along with any other adjustments for counterparty risk, liquidity, so on and so forth. These comments
[ 2175.64s ->  2183.32s] are outrageous and miss the entire point of the space. You need to use models to make informed
[ 2183.32s ->  2189.64s] decisions under uncertainty. Too long didn't watch. Here's your executive summary. Random variables
[ 2189.64s ->  2196.04s] represent a set of possible outcomes with associated probabilities and likelihoods. We can never predict
[ 2196.04s ->  2203.00s] the outcome of any one event. That's not the purpose of random variables. Our purpose is to define
[ 2203.00s ->  2209.32s] the likelihood or probabilities of certain states of the world. Random variables have statistical
[ 2209.32s ->  2216.60s] and distribution convergence. In reality, we're using random variables to model uncertainty.
[ 2216.60s ->  2224.12s] That lacks statistical and distribution convergence due to non-stationarity. Normal random variables are
[ 2224.12s ->  2230.84s] useful as sample averages by the central limit theorem follow a normal distribution. This effectively
[ 2230.84s ->  2237.40s] bridges the gap between probability and statistics, but we still suffer from that non-stationarity.
[ 2237.40s ->  2243.64s] As things change over time, that distribution will certainly not converge. Brownian motion is also
[ 2243.64s ->  2250.44s] defined in terms of a normal or Gaussian distribution, so clearly we're going to see this normal distribution
[ 2250.44s ->  2257.16s] everywhere. Stochastic processes themselves are collections of random variables over some sort of
[ 2257.16s ->  2264.36s] index. It could be a draw or time. We can never predict one sample path. Again, that's not the point.
[ 2264.36s ->  2270.44s] We're trying to assess the likelihood of different states of the world. Brownian motion is defined by
[ 2270.44s ->  2278.36s] its zero mean, independent and stationary Gaussian increments, and is almost surely continuous. We observe how
[ 2278.36s ->  2285.24s] uncertainty increases in the increment in larger time steps that captures that time-varying dynamic.
[ 2285.88s ->  2291.56s] This is the core use of a stochastic process. Now, in practice, we may choose to model a stock price
[ 2291.56s ->  2298.04s] process with the stochastic process powered by the Brownian motion to model that uncertainty. And that's
[ 2298.04s ->  2304.52s] exactly what we saw with the arithmetic Brownian motion above when we used it to price a European call
[ 2304.52s ->  2311.72s] option. With stochastic processes, we observe the nice properties of convergence we saw with random
[ 2311.72s ->  2318.28s] variables. And that's just because it is a collection of random variables over an index. So we observe the
[ 2318.28s ->  2325.08s] same statistical and distribution convergence. Now, again, in terms of the stochastic process, we have this
[ 2325.08s ->  2332.28s] idea of a path and that path may have memory or it may be memory lists. And depending on the process we're
[ 2332.28s ->  2338.92s] dealing with, we may have the analytical distribution, the theoretical distribution at any step like we
[ 2338.92s ->  2344.92s] observed with the Brownian motion and the arithmetic Brownian motion, or we may not have the theoretical
[ 2344.92s ->  2350.92s] distribution if we require the entire sample path to create each step of the sample path. It will depend
[ 2350.92s ->  2356.04s] on the process you're dealing with and the covariance structure. But in any case, we observe statistical,
[ 2356.04s ->  2362.52s] probabilistic and distribution convergence at each step in the process, so long as we have sufficient
[ 2362.52s ->  2367.80s] samples. And there's also this idea of ergodicity, whether you're dealing with an ergodic or a non-ergodic
[ 2367.80s ->  2373.48s] system. But I have a video dedicated to that topic on optimal bet sizing. I'll leave a link to it in the
[ 2373.48s ->  2379.24s] description below. Now, in reality, in this case, we used arithmetic Brownian motion to go about pricing our
[ 2379.24s ->  2385.80s] European call. We will require more sophisticated modeling. We are going to need to go even beyond
[ 2385.80s ->  2391.64s] black trolls to model skew and term structure of volatility to extrapolate prices for our desk,
[ 2391.64s ->  2398.04s] specifically for exotic instruments. And that's because we need to consider things like arbitrage.
[ 2398.04s ->  2404.76s] Are we accidentally arbitraging ourselves by the current liquid pricing of these option contracts?
[ 2404.76s ->  2412.92s] So when it comes to trading for a desk, a lot goes into it. Brownian motion is the engine that powers
[ 2412.92s ->  2418.36s] all of these models. Some future topics, technical videos and other discussions to look forward to
[ 2418.36s ->  2422.52s] this idea of advanced Markov chains, absorbing states, communication classes, ergodicity,
[ 2422.52s ->  2426.68s] stationary distributions. We've already talked about Markov chains on this channel. We looked at an
[ 2426.68s ->  2432.04s] application in quantitative finance, but I'd like to break out the iPad and kind of backfill with some more
[ 2432.04s ->  2437.16s] theory. If you're interested, please leave a comment below. It helps me figure out what kind of content
[ 2437.16s ->  2442.68s] to create next. We already talked about Brownian motion and arithmetic Brownian motion. This is that
[ 2442.68s ->  2449.48s] additive process. I'd like to get into geometric Brownian motion, a multiplicative process and derive
[ 2449.48s ->  2455.72s] the black trolls PDE. Then we can look at analytical and numerical solutions. I think that will tee up nicely
[ 2455.72s ->  2461.00s] this idea of an automated delta neutral trading system. This is something that I've been playing around
[ 2461.00s ->  2466.44s] with for quite some time. I've built out a lot of the infrastructure that will certainly be a very
[ 2466.44s ->  2473.76s] big project of a video to put together. We still have to tackle this Kalman filter and non-stationarity.
[ 2473.76s ->  2480.24s] I've talked at length recently about non-stationarity. It's a big problem in quant modeling. The Kalman
[ 2480.24s ->  2488.32s] filter is just one example of a process that aims to produce a new mean over time. I would like to also
[ 2488.32s ->  2495.36s] maybe get into more qualitative subjects, maybe popular quant models for informed trading buy side
[ 2495.36s ->  2500.96s] versus sell side quants. And I've been putting together this quant roadmap, how I would start
[ 2500.96s ->  2508.40s] learning. If I had to start over, I'm uncertain of the level of interest in this qualitative content,
[ 2508.40s ->  2513.36s] but if it interests you and you'd like to see it in the near future, leave a comment below. That's going to
[ 2513.36s ->  2517.60s] do it for this video on brownie emotion for quant finance. I hope you enjoyed. I hope you learned
[ 2517.60s ->  2521.76s] something. This video certainly took a lot of effort to put together. So if you enjoyed it,
[ 2521.76s ->  2527.92s] please like comment, subscribe, share again, helps me out tremendously always greatly appreciated.
[ 2527.92s ->  2531.84s] I'll leave a link to our discord below. If you'd like to join and connect with me and other quants in
[ 2531.84s ->  2538.56s] the quant guild community, check out quant guild.com and that absolutely massive update with the release of
[ 2538.56s ->  2545.12s] courses to master your quantitative skills. Other than that, thank you so much for watching and I will
[ 2545.12s ->  2546.96s] see you in the next video.
