[    0.46s ->     7.76s] All right, it's time. It's time to open Pandora's box. We're going to discuss
[ 2063.96s ->  2068.52s] definitely check those out. But here we're looking at this time series model that is absolutely
[ 2068.52s ->  2073.40s] incorrect, right? We have this crazy default event and the value of these just went to the floor.
[ 2074.28s ->  2080.52s] But people were able to predict that outcome, right? If you look at the big short, a lot of
[ 2080.52s ->  2087.00s] people made out on that trade. But why was that the case? They didn't use some sort of time series
[ 2087.00s ->  2094.68s] model, right? They were able to observe what? That there wasn't actually any value. They used
[ 2094.68s ->  2100.20s] alternative data, right? Maybe they visited the homes in person. Maybe, you know, they were looking
[ 2100.20s ->  2104.84s] at, you know, default rates on mortgages and they actually dove into the data. This is alternative
[ 2104.84s ->  2110.04s] data. We're not just looking at a time series of the prices of this particular instrument.
[ 2110.04s ->  2114.52s] We're using alternative data to inform what we think is going to happen that the market hasn't
[ 2114.52s ->  2120.92s] caught up on yet. Sure. Maybe with technology and the dissemination of information now it's different,
[ 2120.92s ->  2127.00s] but this again is a really great example of, wow, like information predated that move to inform
[ 2127.00s ->  2132.36s] trading decisions beyond just cursory time series forecasting. And if you tried to use this
[ 2132.36s ->  2139.40s] time series model to forecast what was going to happen, you would be violently wrong. So I think this is a
[ 2139.40s ->  2145.96s] really cool way to look at the time series space because you're getting a better picture of what
[ 2145.96s ->  2151.16s] it is you're actually working with, right? It's not just a line on a chart. You know, there's some sort
[ 2151.16s ->  2156.60s] of data generating distribution. Something's happening to produce those points on the chart.
[ 2156.60s ->  2162.76s] And if you think in conjunction with whatever model you're using to forecast, smooth, filter,
[ 2163.56s ->  2168.92s] along with this alternative data approach, then you're getting a very full picture of
[ 2168.92s ->  2173.88s] the space. Now, as we saw in the market making example above, sometimes it is sufficient to just
[ 2173.88s ->  2180.44s] use a time series model. So we saw that in a market making capacity above, we can also see that in a
[ 2180.44s ->  2186.20s] pricing capacity here below. So what I've done is I've implemented what's called a Kalman filter.
[ 2186.20s ->  2190.36s] If you're interested in a video on this particular topic, I'm happy to do so. It's certainly far more
[ 2190.36s ->  2195.72s] technical. We'll get to this when I have my closing thoughts and future topics. Nevertheless, I wanted to
[ 2195.72s ->  2201.64s] show you what this looks like where we don't need alternative data. So in the sense of trying to
[ 2201.64s ->  2208.76s] forecast some sort of outcome, it may be entirely productive to just consider a time series technique,
[ 2208.76s ->  2214.84s] just like in the market making sense. So here with the financial crisis in these credit default swaps,
[ 2214.84s ->  2221.96s] yeah, the alternative data was necessary to make the appropriate forecast. In this market making sense,
[ 2221.96s ->  2228.20s] if we had that alternative data to prevent some sort of crazy, you know, trading around a wild price
[ 2228.20s ->  2233.64s] movement, that could certainly help us, but likely we'll be trading at such a high frequency, it's not
[ 2233.64s ->  2238.84s] going to necessarily matter. We'll just adjust and continue to move from that, that new, that new
[ 2238.84s ->  2248.76s] break, that new jump, whatever it is. And in the context of pricing, largely the, the former is the
[ 2248.76s ->  2253.16s] case. We don't need to introduce this alternative data. So what I've done here is I've illustrated an
[ 2253.16s ->  2259.56s] example of time series analysis in pricing where we have some sort of product that is extremely
[ 2259.56s ->  2264.60s] illiquid and it's only trading at irregular intervals, but we have liquid proxies for what
[ 2264.60s ->  2270.62s] the price of that instrument could be. That's pretty interesting, right? So we observe these red dots,
[ 2270.62s ->  2277.26s] which are trades, and then we're informing the price of that illiquid instrument based on how these
[ 2277.26s ->  2282.38s] other instruments are trading. So what you can see, if we zoom in on any one of these points, right,
[ 2282.38s ->  2288.22s] as these other products are moving around, that is informing the forecast, the estimate
[ 2288.78s ->  2294.86s] for this illiquid product. So this blue line is tracking what it thinks the value of the
[ 2294.86s ->  2301.34s] illiquid product is at those points in time without actually observing it. It's using these other liquid
[ 2301.34s ->  2307.74s] instruments as a proxy. And that is the perfect application of, of a time series analysis. And
[ 2308.54s ->  2316.06s] this can even be more sophisticated machine learning approaches. I've seen it in practice. So I wanted
[ 2316.06s ->  2323.90s] to emphasize that there are cases where alternative data can be useful to inform, but may not altogether
[ 2323.90s ->  2328.86s] be that necessary. So we looked at a market making example where that could be the case. Time series
[ 2328.86s ->  2334.46s] is sufficient. We looked at a pricing example where this could be the case. That could be sufficient.
[ 2334.46s ->  2340.06s] We also looked at some other examples in the context of, you know, 2008 financial crisis,
[ 2341.10s ->  2345.58s] the bench pressing, where there's some sort of massive structural break and alternative
[ 2345.58s ->  2350.06s] information could be useful in a forecasting capacity. It's largely going to be based on your
[ 2350.06s ->  2356.30s] problem. But I think so long as we're considering this idea of alternative information being included
[ 2356.30s ->  2362.14s] in your analysis for some sort of forecast, or lack thereof, then, you know, that is certainly
[ 2362.14s ->  2369.18s] sufficient to summarize time series models certainly have their place. And they are more than sufficient
[ 2369.18s ->  2376.38s] for a variety of applications, even though they are, of course, incorrect, even without this idea of
[ 2376.38s ->  2383.42s] alternative data. Now, the space itself is heavily problem dependent. So our choice of model,
[ 2383.42s ->  2387.98s] our assumptions, the implications of those assumptions, whether or not they're violated,
[ 2387.98s ->  2394.86s] will definitely depend on the problem at hand. Moreover, in terms of forecasting, whether it's for
[ 2394.86s ->  2400.22s] this particular space that we're interested in applying these time series models, or just blanket
[ 2400.22s ->  2409.02s] forecasts in general, they are expectations at best. Alternative data may, in fact, inform better
[ 2409.02s ->  2414.30s] decision making than just a raw expectation from these different types of models. That is essentially
[ 2414.30s ->  2420.70s] constructing a new model. And perhaps we can realize some sort of information advantage, some sort of edge
[ 2420.70s ->  2427.58s] before a realization in the associated time series. Some future topics I would like to discuss,
[ 2427.58s ->  2436.46s] I'd like to go into more technical detail into this space. AR, MA, ARMA, ARIMA models, definitely a more
[ 2436.46s ->  2442.22s] technical discussion. I'd have to gauge interest on this. If we really want to sit behind these models in a
[ 2442.22s ->  2447.90s] technical capacity, define them, their expectations, go about forecasting with them, so on and so forth.
[ 2448.54s ->  2454.70s] I'd also like to talk about market making models. I think that's a very interesting topic. Avondala and
[ 2454.70s ->  2463.90s] Stojkov have a market making model that is very renowned and used even in market making competitions
[ 2463.90s ->  2469.42s] that Citadel will do with their students. I'd like to talk about the Kalman filter,
[ 2469.42s ->  2475.02s] definitely popular for non-stationary systems. I've deployed production systems with this technique.
[ 2475.98s ->  2482.62s] Maybe algorithmic systems using the Kalman filter, like a Kalman mini series. Maybe build it in Python
[ 2482.62s ->  2487.02s] and deploy it using interactive brokers, some live data. If there's interest there, I'd love to build
[ 2487.02s ->  2493.90s] something like that. I know Arch and Garch have been requested, so that's certainly in the queue as well.
[ 2493.90s ->  2500.22s] And then maybe a more interesting topic would be some sort of like full surface arbitrage. It's very
[ 2500.78s ->  2505.82s] common to, you know, fit some sort of model to a market implied full surface and then do some sort
[ 2505.82s ->  2511.90s] of surface arbitrage. Of course, before that video, I would have to talk about model calibration and,
[ 2511.90s ->  2516.06s] you know, that has been on the docket for quite some time as well. And that's going to do it for this
[ 2516.06s ->  2520.86s] video on time series analysis for Quant Finance. I hope you enjoyed it. I hope you learned something.
[ 2520.86s ->  2525.50s] This is a tricky space. And I said we opened Pandora's box at the beginning of this video,
[ 2525.50s ->  2531.18s] and that's largely because we did. Everybody has an opinion when it comes to time series analysis,
[ 2531.18s ->  2537.50s] the efficacy of time series analysis. I'm speaking more towards the intuitive understanding of it.
[ 2537.50s ->  2543.10s] What is trivial isn't always what's spoken aloud. So I wanted to connect these ideas of,
[ 2543.10s ->  2548.54s] you know, what we're observing on a chart to real life events. We look at something like an earnings
[ 2548.54s ->  2554.54s] event. We look at temperature over time. We look at me bench pressing and injuring myself. We look at
[ 2554.54s ->  2561.98s] something like market making and the evolution of an expectation of price over time. And immediately,
[ 2561.98s ->  2568.54s] you know, with those examples, all of our models are incorrect. And in different cases in different
[ 2568.54s ->  2575.34s] states of the world, our model is still useful for making informed decisions in the face of uncertainty.
[ 2575.34s ->  2580.30s] And other times it's not, you know, when we have those big structural changes, we look at something
[ 2580.30s ->  2586.38s] like an earnings call, and there's a massive jump in either direction. Our model isn't going to inform
[ 2586.38s ->  2591.82s] that we look at market making where we have this expected level, then yet certainly can be sufficient
[ 2591.82s ->  2597.34s] in that capacity. So it's interesting. And then once you start to bring in this idea of alternative data,
[ 2597.34s ->  2603.42s] you can really inform decision making kind of in tandem with this idea of time series. And then of course,
[ 2603.42s ->  2607.98s] if you just bring in machine learning, we're talking about nonlinear conditional expectations,
[ 2607.98s ->  2613.42s] you can check that video out what does AI actually learn. And you know, that really kind of connects
[ 2613.42s ->  2619.42s] all of these ideas very nicely. That being said, thank you so much for watching. If you'd like to see more
[ 2619.42s ->  2624.06s] videos like this one in the future, please like comment, subscribe. Let me know if you want to see any of
[ 2624.06s ->  2631.02s] those future topics. Check out quant guild on discord, check out quant guild.com master your quantitative
[ 2631.02s ->  2636.06s] skills. Other than that, I will see you in the next video.
