[    0.46s ->     8.08s] There are a few things I love as much as quantitative finance, and phishing is certainly
[ 2267.49s ->  2274.93s] used to model rare events over a particular time interval. We specify what both of those are.
[ 2274.93s ->  2281.97s] Now, beyond just modeling the natural world, these processes and distributions have implications even
[ 2281.97s ->  2288.77s] in game development for modeling and inducing arrivals. A very cool connection to make. Now,
[ 2288.77s ->  2294.53s] of course, when we're modeling the real world, distributions are going to change over time and
[ 2294.53s ->  2301.33s] some events are going to violate these necessary assumptions more violently than others. In other words,
[ 2301.33s ->  2308.29s] the probabilities and statistics that we derive via these models will be more correct for some events
[ 2308.29s ->  2315.33s] and less correct for others depending on how violently they change over time. This seems like a
[ 2315.33s ->  2322.45s] bit of a catch-22 since we're modeling events over a time interval, but that distribution generating those
[ 2322.45s ->  2329.89s] events is going to change over time. This is what we have to deal with in reality. The exponential
[ 2329.89s ->  2337.01s] distribution is typically used to model waiting times and in our Poisson process, this is going to
[ 2337.01s ->  2345.09s] govern the waiting time between the arrivals of our events. The Poisson processes themselves are
[ 2345.09s ->  2353.17s] accumulation or counting processes for these events over a simulated or analytically selected time
[ 2353.17s ->  2361.01s] interval. They have independent and stationary increments, which makes solving for probabilities, statistics,
[ 2361.01s ->  2369.41s] so on and so forth, analytically tractable and very easy. We also observe nice convergence guarantees
[ 2369.41s ->  2376.21s] as with our standard random variables, the law of large numbers, probabilistic statistical and distribution
[ 2376.21s ->  2383.41s] convergence, and of course the central limit theorem. Real world applications range from the pricing of
[ 2383.41s ->  2388.85s] financial derivatives to risk modeling, and as I mentioned earlier, if there is interest in future
[ 2388.85s ->  2398.45s] videos on these subjects, I would love to extend this idea since this base process has now been covered.
[ 2398.45s ->  2403.17s] Some future topics, technical videos, and other discussions to look forward to. I've
[ 2403.17s ->  2408.77s] already mentioned the Hawks process, this Merton jump diffusion model, and maybe even the characteristic
[ 2408.77s ->  2413.89s] function for pricing. Carr Madden, one of my favorite pieces in the academic literature,
[ 2413.89s ->  2420.37s] is a natural next step. Based on interest, would love to do videos on these topics. I'd also like to do
[ 2421.01s ->  2426.77s] more on market making models and simulation. Of course, this is one of the most well-known pieces of
[ 2426.77s ->  2432.85s] literature in the space, projects that made me a quant, my first year as a quant, why hedge funds are so
[ 2432.85s ->  2438.05s] secretive, more qualitative videos if there's interest. I'll keep doing now these technical
[ 2438.05s ->  2444.85s] lectures, the Kalman filter, non-Markovian models, risk-neutral measures. I would also like to maybe
[ 2444.85s ->  2451.49s] discuss more on rough path theory, this gets into my own personal research, the Sigvold model, calibration,
[ 2452.05s ->  2457.73s] the Rough Heston model, quadratic Rough Heston model. There's a lot of really cool literature
[ 2457.73s ->  2461.89s] in this space right now. I would love to do videos on these topics depending on interest.
[ 2461.89s ->  2467.49s] They are certainly high level, they are certainly niche, but maybe I will selfishly create a few
[ 2467.49s ->  2472.13s] videos on those topics. And of course, I haven't forgotten about our quant builds. I'll leave a link
[ 2472.13s ->  2476.13s] in the description below to get started with interactive brokers. I highly recommend them,
[ 2476.13s ->  2482.29s] I use them for all of my quant builds. I've been using them in their API for over 10 years at this
[ 2482.29s ->  2490.05s] point. And the next idea I have for a quant build is how to backtest a trading strategy with interactive
[ 2490.05s ->  2497.09s] brokers correctly, because I see way too many of the times when folks come to me with back tests,
[ 2497.09s ->  2503.81s] very inappropriate methodology. So I would love to formalize this in a quant build. But of course,
[ 2503.81s ->  2509.49s] all of these topics are going to largely be based on interest. So please let me know in the comments
[ 2509.49s ->  2514.61s] below what you would like to see next. That's going to do it for this video on Poisson processes
[ 2514.61s ->  2519.41s] for quant finance. I hope you enjoyed. I hope you learned something. I had a ton of fun putting this
[ 2519.41s ->  2524.29s] video together, but it certainly took a tremendous amount of effort. So if you enjoyed it and you want
[ 2524.29s ->  2529.25s] to see more like it in the future, please like comment, subscribe, share. Again, it is always
[ 2529.25s ->  2533.25s] greatly appreciated. I'll leave a link in the description below. If you'd like to join the
[ 2533.25s ->  2538.53s] quant guild discord server, you can connect with me and other quants in the quant guild community.
[ 2538.53s ->  2543.89s] Check out quant guild.com to master your quantitative skills. Other than that,
[ 2543.89s ->  2557.17s] thank you so much for watching and I will see you in the next video.
