[    0.46s ->     7.07s] In this video and Jupyter Notebook, we're going to walk through how to trade option implied
[ 1980.05s ->  1985.73s] significantly for this simulation. And what I've done is I've just used the historic implied volatility
[ 1985.73s ->  1992.53s] of Nvidia to essentially execute trades on this basis of, oh, when it's far too high, I think I
[ 1992.53s ->  1997.97s] use a vol of like 0.8. We're going to sell. And then eventually when vol comes down, we'll
[ 1997.97s ->  2003.81s] cover that position. And you can see, this is what the equity curve looks like for such a strategy.
[ 2003.81s ->  2009.25s] And it's up into the right. We're geniuses. We're rich. Yeah, I know. I understand the situation,
[ 2009.25s ->  2013.73s] right? We're not considering a lot of different facets of the market and prices.
[ 2013.73s ->  2020.45s] What I've done is I've fixed the other parameters of the pricing function to visualize this capture of
[ 2021.01s ->  2027.25s] vol being too high at one point in time and then normalizing and then covering and collecting that
[ 2027.25s ->  2035.89s] that PNL, right? You're subject to a lot of other, a lot of other factors. This PNL curve is subject to a
[ 2035.89s ->  2039.89s] lot of other factors. You're going to be subject to the dynamics of the underlying. You're going to be
[ 2039.89s ->  2044.45s] subject to whether vault actually normalizes time decay. You're going to be subject to a lot
[ 2044.45s ->  2049.65s] of different, different factors impacting this overall equity curve. And that's what I've listed
[ 2049.65s ->  2055.97s] out here in terms of consideration in any trading strategy. You're always going to have those other
[ 2055.97s ->  2064.53s] factors. It's never going to be a set and forget. This is one trading strategy. There are an innumerable
[ 2064.53s ->  2071.65s] number of trading strategies. And that's the whole point is we understand the statistical basis for
[ 2071.65s ->  2077.81s] this trading strategy. We understand the economic basis, the economic interpretation of fear and
[ 2077.81s ->  2084.61s] pricing too high or maybe pricing too low. We understand the economic basis for it. We also
[ 2084.61s ->  2090.45s] need to understand the risks associated with achieving some sort of equity curve that looks like
[ 2090.45s ->  2097.09s] this. And I've, I've listed those out here. That being said, this is certainly a place to start.
[ 2097.09s ->  2105.17s] If you can't make money in a simplified world, how on earth are you going to make money in the real world?
[ 2105.17s ->  2110.61s] So what we've done here is actually extremely productive. This is something that you would do
[ 2110.61s ->  2116.13s] at some sort of trading firm. You start with a simplified base case state of the world. You say,
[ 2116.13s ->  2120.69s] okay, I have this hypothesis. You go about collecting your data. You have some sort of
[ 2120.69s ->  2124.85s] simple model. You increase the complexity of the model. You get your real world data.
[ 2124.85s ->  2130.93s] You visualize an effect of something like this. And you say, wow, I noticed that at some points
[ 2130.93s ->  2136.77s] vol is statistically way too high or way too low. Something's going to rock the boat in either direction.
[ 2136.77s ->  2141.49s] I can collect money on the upside or the downside, depending on the longer short position I take and
[ 2141.49s ->  2147.41s] where vol is and where it will be. And what I'm going to do is I'm going to simulate and back test
[ 2147.41s ->  2153.01s] that strategy and see what happens. So I can hedge away my risk factors, see what happens if there's
[ 2153.01s ->  2158.13s] any actual profit to be had. If, you know, maybe my transaction costs you to weigh at it, maybe,
[ 2158.13s ->  2162.53s] maybe all these other, other factors kind of destroy the profitability of the strategy.
[ 2162.53s ->  2167.97s] Um, but if it doesn't, then you keep going, or maybe it does. And you continue to optimize and you
[ 2167.97s ->  2173.81s] get to a place where you do have an equity curve that looks like this, but overwhelmingly, you know,
[ 2173.81s ->  2179.17s] that's the space. The space is dynamic. It changes over time. You're never going to have a set and
[ 2179.17s ->  2184.37s] forget. So when I say this is a video on how to trade option implied volatility, it certainly is
[ 2184.37s ->  2189.41s] a video on how to trade option implied volatility. I'm giving it to you completely straight. I'm saying,
[ 2189.41s ->  2194.29s] Hey, you can go about measuring volatility in these different ways. There's realized measures of
[ 2194.29s ->  2199.17s] volatility. There's implied measures of volatility. We can come up with some sort of statistical basis
[ 2199.17s ->  2205.97s] for what happens to maybe say implied volatility and its impact on an options price. We can come up
[ 2205.97s ->  2211.81s] with some sort of way to profit on that statistical tendency. We also have some sort of economic
[ 2211.81s ->  2217.73s] interpretation for that statistical tendency, which is solid gold. Otherwise you're kind of just
[ 2217.73s ->  2221.81s] shooting in the dark, finding some sort of correlation and hoping that it actually sticks.
[ 2221.81s ->  2226.53s] If you have an economic interpretation, it's tends to be very important, very useful.
[ 2226.53s ->  2232.93s] That's how you can ensure stability over some course of time or over some different regimes.
[ 2232.93s ->  2237.41s] And then of course comes the back testing, looking at simplified states where you have fixed,
[ 2237.97s ->  2242.85s] fixed parameters, looking at dynamic states where you're using actual data. And then that's where
[ 2242.85s ->  2249.01s] you optimize your, your strategy and tinker with it until you have a reasonable, reasonable strategy that
[ 2249.01s ->  2254.77s] you can deploy. Lastly, in terms of this strategy, some considerations, right? We're selling when the
[ 2254.77s ->  2260.21s] option is overvalued. We're buying it when VOL normalizes, when it's at a lower value, what could
[ 2260.21s ->  2267.17s] kill our profit time decay, some sort of volatility contraction issue. VOL could just keep going higher.
[ 2267.17s ->  2272.21s] Like I said, maybe the uncertainty that rocks the boat is so much uncertainty that it's not going to
[ 2272.21s ->  2277.97s] normalize within a reasonable time and we're going to get killed. Maybe we have gap risk, margin
[ 2277.97s ->  2285.01s] requirements, correlation risks. These are all facets of, of risk that might impact the overall
[ 2285.01s ->  2289.89s] equity curve, this beautiful up into the right equity curve. So with that, I want to thank you so
[ 2289.89s ->  2296.13s] much for watching. I hope you enjoy the video. I hope you learned something and I will see you in the next one.
