[    0.46s ->     9.35s] We're back. Welcome back. In this video, we're going to talk about applied statistics.
[ 2104.10s ->  2108.90s] way out to negative seven, it's going to be a puny number. In fact, we can actually compute that, right?
[ 2108.90s ->  2118.68s] To compute that, I would do scs.norm.cdf. Okay. And then in this CDF, I'm going to throw this Z.
[ 2118.68s ->  2123.32s] Look at that probability. It's so close to zero. So what this probability is saying is,
[ 2123.32s ->  2130.20s] this is the probability of observing the data that we've recorded from team A and team B's soccer
[ 2130.20s ->  2140.61s] games. Okay. The probability of observing this data, if the population parameter is 0.5. That is,
[ 2140.61s ->  2149.25s] they spend most of the time in between both sides of the field. Okay. The probability of this being
[ 2149.25s ->  2157.59s] the case, that is the true parameter being 0.5 is puny. Absolutely puny, right? So essentially what
[ 2157.59s ->  2161.99s] we're going to say is we are going to say that this is not the case. We are going to reject
[ 2162.55s ->  2168.31s] the case that the population parameter is 0.5 in favor of the case that the population parameter
[ 2168.31s ->  2173.67s] is actually less than 0.5. Okay. And this is helpful, right? Why? Because now we can answer
[ 2173.67s ->  2177.75s] this question. Based on the data we observed, is there sufficient evidence to suggest that the ball
[ 2177.75s ->  2183.35s] can be expected on team B's side more than team A's, right? So if this is the case, right, then we would
[ 2183.35s ->  2189.59s] expect most of the game. And I believe we had, this is greater than 0.5, right? We're going to be on team B's
[ 2189.59s ->  2194.87s] side. We're saying absolutely not. We're saying most of the time we're going to be on team A's side.
[ 2194.87s ->  2199.51s] We're going to be less than 0.5, right? So the ball is being played on team A's side.
[ 2200.23s ->  2205.03s] We can answer this question based on the data we've observed, the approximate probability of
[ 2205.03s ->  2213.67s] observing this data. That is that the sample mean essentially, or the population mean is equivalent
[ 2213.67s ->  2226.52s] to 0.5 is almost zero. Okay. So a better approximation or a better estimate rather for
[ 2226.52s ->  2233.64s] the population average is that it is greater than 0.5. So we would reject this null hypothesis
[ 2233.64s ->  2239.80s] in favor of this one. So that is that the population parameter is less than 0.5. In other words,
[ 2239.80s ->  2246.24s] long way of saying we've essentially just statistically shown, and this is statistically,
[ 2246.24s ->  2251.76s] okay, we've statistically shown we can expect approximately most of the time that the ball
[ 2251.76s ->  2257.20s] will be played on the left side of the field rather than the right side of the field. There's
[ 2257.20s ->  2260.24s] a million and one different ways we can use a central limit theorem to go ahead and approximate
[ 2260.24s ->  2266.24s] probabilities. This is just going to go ahead and be one of them. Okay. Assuming that the expectation
[ 2266.24s ->  2272.40s] is a reasonable parameter, that is the population mean is a reasonable parameter to discern whether
[ 2272.40s ->  2278.64s] or not team A or team B, the ball is on team A or team B's side in the first place. Okay. So hopefully
[ 2278.64s ->  2284.56s] this makes sense. This right here is the standard normal distribution. Really at the end of the day,
[ 2284.56s ->  2288.48s] all we're doing whenever we do some sort of hypothesis test is we are saying,
[ 2288.48s ->  2296.16s] hey, under this state of the world where the true population parameter is 0.5, right? The true
[ 2296.16s ->  2303.65s] population parameter is 0.5. What is the probability of observing this data? And oh boy, is it tiny.
[ 2304.29s ->  2308.53s] Oh boy, is it tiny. This would be the p-value right here. Okay. And you can reject at a certain
[ 2308.53s ->  2311.89s] significance level and there's a whole bunch of different interpretations. Go watch my video about
[ 2311.89s ->  2315.65s] the interpretations of confidence intervals and, you know, you'll have a better idea of the
[ 2315.65s ->  2324.42s] interpretation in a frequency sense, but this is the formal idea here. Okay. Okie dokie.
[ 2324.42s ->  2331.46s] So you can even determine the magnitude in which we play more on team A or team B's side, right? So
[ 2331.46s ->  2337.14s] we can conduct another hypothesis test and this is starting to get very close to bad science. You
[ 2337.14s ->  2342.90s] have to be particularly careful with how you construct this, but what if we get closer to the
[ 2342.90s ->  2352.24s] actual population? So we actually throw in 0.4 here, right? 0.4. We want to reject that it's less
[ 2352.24s ->  2359.52s] than, that it's actually less than 0.4. So we're testing if it's actually equal to 0.4. Then under the
[ 2359.52s ->  2369.32s] null hypothesis, instead of 0.5, we have 0.4. We run this. Look at that. Look at that. In this case,
[ 2369.32s ->  2375.96s] we actually fail to reject the null hypothesis. That is that there is enough probability, right?
[ 2375.96s ->  2383.00s] Because we are essentially, what if we throw in, what is this Z stat right here? Negative 0.9. That's
[ 2383.00s ->  2389.04s] like right here. It's actually reasonable that we would observe the data in this context. So we fail
[ 2389.04s ->  2396.24s] to reject the null hypothesis here. Interesting. So we failed to reject the null hypothesis with this
[ 2396.24s ->  2402.16s] sample of 200, um, essentially points in time of teams playing and which side of the field they're
[ 2402.16s ->  2407.20s] playing on. Uh, we failed to reject in favor of mute being less than 0.4, but this is actually an error,
[ 2408.16s ->  2415.36s] right? I wonder if there's a way of quantifying this error. There is type one, type two, and then this
[ 2415.36s ->  2419.28s] is essentially going to the idea of a confusion matrix. That is, you have a false positive, true
[ 2419.28s ->  2425.49s] positive, false negative, true negative. Okay. So this would be a false negative. Okay. And there's a way to
[ 2425.49s ->  2430.77s] quantify that probability and the power of a test tells you the sample size required. Okay. So this
[ 2430.77s ->  2436.69s] 200 to figure out the probability of essentially, uh, not making such an error. Okay. But we can talk
[ 2436.69s ->  2441.97s] about that in another video. Hopefully this is just clearing up the idea of a test statistic.
[ 2443.01s ->  2447.17s] Okay. That is when we, when we standardize it, we de-mean it divided by the square root of the
[ 2447.17s ->  2451.81s] sample variance of variance itself, whatever we're given. Um, this is how we apply the essential limit
[ 2451.81s ->  2456.37s] theorem, uh, in the context of the law, large numbers, it tells us that we would want, uh,
[ 2456.37s ->  2460.13s] this sample to be as large as possible. That's going to give us essentially, you can think about
[ 2460.13s ->  2468.12s] it as the most accurate estimate toward the population, uh, mean. Okay. So I hope you enjoyed
[ 2468.12s ->  2472.76s] this applied statistics example. Once again, those firms are going to ask you questions that are,
[ 2472.76s ->  2479.64s] you know, in this, in similar vein to this, um, you know, applying probability theory statistics,
[ 2479.64s ->  2483.88s] seeing if you actually understand, you know, these main ideas rather than, you know,
[ 2483.88s ->  2488.77s] just if you can talk about finance. Um, all right, cool. Hope you enjoy this. We'll talk about type
[ 2488.77s ->  2494.05s] one type two error in another video. Maybe if it is, you know, of interest, uh, otherwise,
[ 2494.05s ->  2499.33s] thank you so much for watching. Goodbye, my courses. It helps me out tremendously. Um, other than that,
[ 2499.33s ->  2511.65s] I will see you in the next video. Thank you so much for watching.
[ 2511.65s ->  2513.65s] You
