[    0.46s ->     6.51s] All right, here we go. You all have been requesting this video for quite some time.
[ 2001.80s ->  2008.36s] we can actually run the statistics on the model directly. We've defined it above. Now we can take a look at
[ 2008.36s ->  2013.72s] the conditional variance and the kurtosis. So if I have some sort of filtration, I'm going to have
[ 2013.72s ->  2019.08s] information up to t minus one. I can compute the conditional and conditional expectation. I get zero
[ 2019.08s ->  2027.08s] in both cases. What about the conditional variance? The conditional variance, given this filtration, is
[ 2027.08s ->  2035.32s] actually equivalent to sigma squared sub t. It's not a constant value. Now it's time dependent.
[ 2035.96s ->  2042.20s] That is very substantial, right? That is this conditionally heteroscedastic component. We're
[ 2042.20s ->  2049.32s] saying, hey, let's multiply this value with some sort of innovation. That's how we've defined this
[ 2049.32s ->  2057.48s] process here. This sigma sub t times Z sub t. And that is what makes it conditionally heteroscedastic.
[ 2057.48s ->  2062.76s] When we take this product, if this is some standard normal random variable, then we're not dealing with
[ 2062.76s ->  2071.08s] what? A normal distribution with a constant variance, like this parametric approach. Instead,
[ 2072.39s ->  2080.55s] the variance is going to depend on time t. That is substantial. So now all of a sudden,
[ 2080.55s ->  2088.79s] it's a series of Gaussians, if we're using that for our Z sub t innovation, with time varying
[ 2089.51s ->  2095.51s] variances. And that is what is going to help us account for those fat tails. That is what is going
[ 2095.51s ->  2101.75s] to help us account for that excess kurtosis. And that is why this is so substantial.
[ 2101.75s ->  2107.83s] So when we come on down here, we see, hey, we certainly are conditionally heteroscedastic.
[ 2107.83s ->  2115.19s] We can see the unconditional variance being some sort of function of the alphas in the
[ 2116.23s ->  2123.51s] definition of the ARCH process. But the distribution itself is leptokurtic, since again, like I said,
[ 2123.51s ->  2129.83s] it's a combination of a series of Gaussian innovations with different variances. How do
[ 2129.83s ->  2136.23s] we know this has excess kurtosis? Well, we can just go about computing the kurtosis value.
[ 2136.23s ->  2144.23s] And if we do that, we can see this exists when, so long as we don't have zero in the denominator,
[ 2144.23s ->  2149.59s] we're not dealing with some sort of negative value, and we have a value greater than three,
[ 2149.59s ->  2155.67s] there will be fat tails. So we can actually ensure mathematically, given some sort of fit,
[ 2155.67s ->  2162.07s] that we are accounting for this excess kurtosis observed in volatility in the data.
[ 2162.07s ->  2167.27s] So where does the GARCH model come into play? A Ballerslev in 1986, a bit after Angle's seminal
[ 2167.27s ->  2173.99s] research, we get this generalized autoregressive conditionally heteroscedastic model. Why not just
[ 2173.99s ->  2180.23s] use an ARCH model? Why use a GARCH PQ model? Well, you can see the dynamics are roughly equivalent,
[ 2180.23s ->  2184.31s] right? We still have this return process, we have this, this epsilon, this error process,
[ 2184.31s ->  2189.43s] some sort of innovation scaled by some sort of a variance that changes over time, right?
[ 2189.43s ->  2193.91s] It's time dependent, great, it's capturing that, that dynamic we observe in the data.
[ 2194.55s ->  2199.43s] And we look back to this volatility process, we see, okay, we still have that series of alphas and the,
[ 2200.15s ->  2207.59s] the epsilon, those innovations with the time varying volatilities. But we also have this new term here.
[ 2207.59s ->  2214.15s] So we're not just looking at lagged squared residuals, we're also looking at lagged conditional variances.
[ 2214.95s ->  2221.59s] So we're including this new component in the overall process. Why is this better?
[ 2221.59s ->  2231.51s] Well, mathematically, we can show that an ARCH infinity model, that is, if I go back up here,
[ 2231.51s ->  2239.75s] and I look at my ARCH model specification, and I include infinitely many terms, that is equivalent to
[ 2239.75s ->  2251.22s] a GARCH 11. So if I have an ARCH infinity process, I can rewrite this in this way,
[ 2253.00s ->  2259.96s] I can multiply the second equation by beta, I can subtract it from the first equation,
[ 2260.68s ->  2267.48s] and then if I rearrange, I get a GARCH 11 process.
[ 2269.22s ->  2277.06s] So an ARCH infinity process can be represented as a more parsimonious GARCH 11 process. So in other
[ 2277.06s ->  2285.38s] words, we can capture the same dynamics and an infinite ARCH process as a simple GARCH 11 process.
[ 2285.38s ->  2293.14s] That is absolutely wild. The cool thing here is if the GARCH model is a more parsimonious ARCH,
[ 2293.14s ->  2298.82s] and an infinite order ARCH process captures volatility dynamics we're interested in,
[ 2298.82s ->  2304.74s] then certainly a more parsimonious representation in this GARCH model will also capture those dynamics.
[ 2304.74s ->  2310.74s] And that is exactly what we see. I've also implemented a GARCH 11 in a similar capacity to the
[ 2310.74s ->  2317.70s] weighted moving average and the ARCH model above. We get a higher at a sample R squared and comparable
[ 2317.70s ->  2323.46s] root mean squared error to the ARCH 1 model. It's going to be sample dependent, but largely of course
[ 2323.46s ->  2329.94s] we can confirm mathematically that yes, GARCH is going to be the way to go. As we don't need an
[ 2329.94s ->  2337.62s] infinite order ARCH model, we can just simply use a GARCH 11 and that is widely used in practice.
[ 2337.62s ->  2342.98s] So yes, the GARCH model definitely has similar benefits. It captures this volatility clustering
[ 2342.98s ->  2348.26s] models, excess kurtosis. It has a time varying conditional variance, and really here it's
[ 2348.26s ->  2354.34s] going to require fewer parameters capturing long memory dependence through the beta term.
[ 2354.34s ->  2359.30s] So unlike ARCH, which has this infinite order that you would need to capture those dynamics,
[ 2359.30s ->  2364.98s] we can capture that through this beta term. I think it's also worth noting that what we've seen here is
[ 2365.62s ->  2373.30s] a very low explainable power in the ARCH and GARCH models, but this is particularly expected for
[ 2373.30s ->  2377.06s] single stock equities. So if we look at the R squared here, we get less than 10%
[ 2377.94s ->  2384.26s] and we get what 8% in this case. And I think it was five, yeah, roughly 5% in this case. So
[ 2384.26s ->  2390.98s] GARCH at 8%, ARCH at 5%. It's really to be expected. Intraday returns are actually a better
[ 2390.98s ->  2398.10s] representation of the latent volatility process and ARCH can explain up to between 40 and 60%
[ 2398.98s ->  2405.14s] of such variation as documented in the literature. So if you're interested, I highly recommend you
[ 2405.14s ->  2410.42s] check that out or try it yourself. This is a really cool result, but maybe not all that unexpected.
[ 2410.98s ->  2417.62s] Here, what we're doing is we're looking at intraday returns to help forecast the daily volatility. So
[ 2417.62s ->  2424.26s] maybe five minute increments, and we're using that to help inform the daily volatility forecast.
[ 2425.06s ->  2432.26s] And if we are getting a better representation of the latent process using this intraday data,
[ 2432.26s ->  2437.70s] and our model effectively captures the dynamics of that latent process, then I certainly would hope
[ 2437.70s ->  2442.66s] we see a significant amount of variation explained. And it does appear to be the case.
[ 2442.66s ->  2447.86s] As I had said earlier, highly recommend you check out the literature on this topic. Some models can
[ 2447.86s ->  2453.78s] even outperform this. It's going to depend on the sample too, but a very, very cool result. A very
[ 2453.78s ->  2460.18s] simple way to see the profound impact of such an ARCH or GARCH model is through portfolio risk
[ 2460.18s ->  2464.90s] management. You can use a lot of different trading examples. You could talk about some sort of
[ 2464.90s ->  2470.18s] quantitative trading strategy where you have a series of vol forecasts, maybe use some sort of
[ 2470.18s ->  2477.30s] compression like PCA to extract common variation of all of those vol features into one feature.
[ 2477.30s ->  2481.22s] And you do that for a series of signals. That's more of like a quant trading application.
[ 2482.26s ->  2488.90s] Maybe you look at not just volatility forecasting, but maybe in terms of option pricing. There's a lot
[ 2488.90s ->  2494.18s] of different things you could do with this model. But one of the easiest ways to see the profound impact
[ 2494.18s ->  2499.78s] and being able to capture these dynamics is by looking at a naive value at risk, something your
[ 2499.78s ->  2507.22s] finance professor might have you do and a GARCH value at risk. And you can immediately see the
[ 2507.22s ->  2514.02s] significant difference. So what I'm going to do is I am going to take this traditional parametric
[ 2514.02s ->  2521.22s] approach to measuring my portfolio value at risk. This is equivalent to roughly what we did up here
[ 2521.22s ->  2527.38s] with this purple distribution. I'm going to assume that the volatility is constant, right? This homoscedastic
[ 2527.38s ->  2535.22s] assumption, which is certainly violated in practice. And what I'll do is I'll use that to measure my
[ 2535.22s ->  2544.74s] value at risk. And what that does is it gives me a threshold. And if I'm measuring, say, maybe a 5%
[ 2544.74s ->  2553.62s] exceedance threshold, then I'll expect to see that exceedance threshold proportionally broken 5% of the
[ 2553.62s ->  2561.14s] time. Okay. Now, this is a naive measure with assumptions that are violently wrong. What do we
[ 2561.14s ->  2574.28s] actually see in terms of exceedances? I see 40%, 40% in that homoscedastic setting. Okay. Now, what if I
[ 2574.28s ->  2579.24s] correct a lot of those violated assumptions, I'm going to use a GARCH model instead? So I apply a GARCH
[ 2579.24s ->  2585.80s] model. Now I'm getting something much closer to reality, right, that I'm looking for, I get 9.74
[ 2586.36s ->  2594.28s] exceedances relative to that 5%, which should be expected. Certainly, certainly significantly
[ 2594.28s ->  2599.48s] corrected. We may be able to capture this better. Of course, there are different things we could do to
[ 2599.48s ->  2604.76s] improve this. This is just a simple horse race between a naive approach with a homoscedastic
[ 2604.76s ->  2610.92s] assumption and, you know, this conditional heteroscedasticity offered by the GARCH model.
[ 2610.92s ->  2617.24s] And we can already see a significant improvement in our risk performance. We are far better capturing
[ 2617.24s ->  2624.28s] potential downside using this GARCH model than we are a naive parametric approach. Too long didn't watch,
[ 2624.28s ->  2631.16s] here is your executive summary. Volatility is an unobservable measure of variability in the return
[ 2631.16s ->  2639.80s] space. We can proxy for volatility in a backward looking sense using historic or realized volatility
[ 2639.80s ->  2646.68s] on past returns. We can also look at volatility in a forward looking sense using implied volatility,
[ 2646.68s ->  2652.68s] though that comes from a completely different source. That is the Black-Scholes model. There are many
[ 2652.68s ->  2658.28s] stylized facts about volatility including the leverage effect, volatility clustering, excess kurtosis,
[ 2658.28s ->  2665.32s] this leptocurtic return distribution, and all are important to capture in one parsimonious model.
[ 2665.96s ->  2672.36s] Naive parametric models fail to capture these dynamics and can severely underestimate tail risk
[ 2672.36s ->  2679.88s] as we've observed herein. Angle proposed the ARCH model, this autoregressive conditionally
[ 2679.88s ->  2687.48s] heteroscedastic model which is capable of modeling these dynamics which improve forecasts and risk
[ 2687.48s ->  2695.24s] measures. We then got this generalization from Balerslev. This GARCH model, which is a more parsimonious
[ 2695.24s ->  2701.24s] ARCH model, can be represented as an infinite order ARCH model, can capture richer dynamics with fewer
[ 2701.24s ->  2708.28s] lags. Quite impressive. And these vol models outperform others that do not account for these dynamics,
[ 2708.28s ->  2715.64s] especially in the context of risk modeling, as we saw in that value at risk example. Some future
[ 2715.64s ->  2720.20s] topics, things I'd like to talk about. This list does just keep getting longer and longer. I kind of
[ 2720.20s ->  2725.72s] love it. Some extensions maybe to ARCH and GARCH models and applications. We really didn't talk about
[ 2725.72s ->  2731.16s] a lot of the literature valid metrics. We didn't talk about Q-like. We talked about RMSE, R-squared.
[ 2731.16s ->  2737.80s] We could say whether or not those are valid subject for discussion, but those are more technical niche
[ 2737.80s ->  2743.64s] videos. I'm not sure what the interest is in those particular topics. Maybe I'll write an article and
[ 2743.64s ->  2750.76s] post it to Medium or my blog. Kalman filters, other time series analysis techniques. I'd like to continue
[ 2750.76s ->  2757.32s] with these ideas. Maybe even bake them into a live system. So using interactive brokers, maybe some sort
[ 2757.32s ->  2764.52s] of GARCH for intraday, vol, and Kalman filter for live pricing. That could be an interesting project.
[ 2764.52s ->  2769.64s] I'd also still like to build this earnings event options trading dashboard from my video on trading
[ 2769.64s ->  2775.08s] implied volatility crush. So be on the lookout for that quant build. Lots more quant builds in the
[ 2775.08s ->  2781.40s] future. Those are some of my favorite videos to create. More in the stochastic calculus space,
[ 2781.40s ->  2786.84s] deriving and solving the Black Sholes equation. This was to get back into understanding option
[ 2786.84s ->  2791.72s] exposures theoretically where they come from, understanding the Greeks, risk management,
[ 2791.72s ->  2797.48s] so on and so forth. And this plays nicely into the calibration of stochastic models to go about
[ 2798.04s ->  2804.36s] extrapolating exotic prices. That's a very necessary component is understanding where
[ 2804.92s ->  2811.08s] these pricing PDEs come from theoretically in terms of structure and argument. I know we've
[ 2811.08s ->  2816.52s] talked about pricing exotics in the past and I still need a dedicated video on the calibration of
[ 2816.52s ->  2821.72s] such models to a market implied volatility service. I actually just finished two scripts, one in Python
[ 2822.36s ->  2830.04s] and one in C++, calibrating a Heston model to market surface. So it's essentially institutional
[ 2830.04s ->  2836.20s] grade calibrators. So I would like to do a video on that topic. And that, you know, extends naturally
[ 2836.20s ->  2842.52s] into neural networks machine learning to approximate pricing functionals. And that is useful again for
[ 2842.52s ->  2849.16s] calibration. And then, of course, simulating those relevant stochastic processes, maybe the rough
[ 2849.16s ->  2855.48s] model family and Volterra processes to get at this idea of rough volatility. More niche topics,
[ 2855.48s ->  2859.40s] but I certainly would like to create videos on those in the future. And that's going to do it for this
[ 2859.40s ->  2864.44s] video on the Arch and Garch models. I hope you enjoyed it. I hope you learned something. Again,
[ 2864.44s ->  2870.04s] these videos certainly take a lot of time to create. So if you enjoyed, please like, comment, subscribe,
[ 2870.04s ->  2875.56s] check out channel membership. If you'd like to master your quantitative skills, check out quantguild.com.
[ 2876.20s ->  2891.00s] Other than that, thank you so much for watching. And I will see you in the next video.
