[    1.26s ->     6.55s] Hey guys, Roman here, quantitative researcher and trader, founder of Quant Guild. Today,
[ 2129.61s ->  2136.81s] trading at a new all-time high, roughly 215, 216 here. So we're going to trade this covered call
[ 2136.81s ->  2142.33s] strategy. I'm going to look to push it out past earnings. May 15th is earnings for NVIDIA,
[ 2142.33s ->  2148.81s] but I'm going to look to cap my upside to receive guaranteed cash now. And I'm going to secure that
[ 2148.81s ->  2155.05s] call with this stock at this current price. So what I'm going to start by doing is I'm going to
[ 2155.69s ->  2162.41s] buy the stock. So I'm going to buy it and my cost basis is going to be roughly looks like 216.55.
[ 2162.41s ->  2168.65s] And I have to buy it in a lot of 100. Options contracts are going to be bought and sold in lots
[ 2168.65s ->  2176.09s] of 100. So if I'm looking to cover my short call position, I need to buy this stock and have 100
[ 2176.09s ->  2181.29s] shares. Otherwise, when I'm assigned, I'm going to have to go into the market and that is going to
[ 2181.29s ->  2186.01s] increase my cost basis and of course, decrease my P and L. So what I'm going to do is I'm going to
[ 2186.01s ->  2193.53s] transmit this order and I'm going to look to purchase 100 chairs of NVIDIA. All right, cool.
[ 2194.09s ->  2199.93s] That is my 100 chairs that I'm going to use effectively in this short call position to make
[ 2199.93s ->  2204.49s] it a covered call. Now I'm going to go to the options trader and in the options trader in the
[ 2204.49s ->  2210.33s] upper left hand corner here, I am going to enter NVIDIA as the underlying. So I'm going to go on over
[ 2210.33s ->  2216.97s] here, go to NVIDIA and I can also just type it in whatever security I'd like as a stock.
[ 2217.85s ->  2223.05s] I have a current existing tab that I'm going to use here and I'm going to look to trade after
[ 2223.05s ->  2227.13s] earnings. So I go to more, I'm going to check weeklies and quarterlies if you have it currently
[ 2227.13s ->  2233.05s] disabled. And instead of trading, trading an earlier dated option, I'm going to trade out 25 days
[ 2233.05s ->  2239.69s] again, past earnings. And what you're going to see here is the current strikes of the at the money
[ 2239.69s ->  2244.57s] options. And if we head on out a little bit more, you can see some 40, 30 delta options. And
[ 2244.57s ->  2252.97s] what's crazy is the 30 delta options earlier today were these two 10s, two 15s. But ever since
[ 2252.97s ->  2258.09s] the underlying ripped up, we can see that that has changed. This is exactly what I meant in the
[ 2258.09s ->  2263.61s] simulation earlier when I said it's going to change throughout the life of the underlying option of
[ 2263.61s ->  2268.17s] the underlying stock for the options contracts, all of these parameters, not just the price,
[ 2268.17s ->  2273.29s] but also the Greeks. I'm going to do a video later on on exactly what these Greeks mean and how to
[ 2273.29s ->  2278.09s] interpret them, how to use them as a model for your trading. But for now, we're going to look to
[ 2278.09s ->  2282.65s] establish this position. So we can see we have the bid and the ask here. I'm going to be able
[ 2282.65s ->  2286.89s] to sell at the bid, buy at the ask if you're unfamiliar with how the options chain is structured.
[ 2286.89s ->  2291.21s] I also have a dedicated video for that topic. I'll leave a link to it in the description below,
[ 2291.21s ->  2299.21s] but I'm going to take a short position in this 225 Nvidia call 25 days out. This is roughly a 40 delta
[ 2299.21s ->  2307.05s] call and I'm going to transmit it. And I am going to receive a credit right now of $720. So that is
[ 2307.05s ->  2313.69s] going to be my guaranteed premium to collect for this call option. As soon as that order is filled.
[ 2313.69s ->  2321.37s] Once that order is filled, I have effectively engaged in a covered call position. Should the underlying go
[ 2321.37s ->  2329.13s] up way up past 225, then I am going to be able to provide the shares that I purchased at a cost basis
[ 2329.13s ->  2338.41s] of looks like 216 to that call option. Then I'm going to be able to collect a profit from that call
[ 2338.41s ->  2346.01s] option selling at the strike price. So I'm going to sell at 225. My cost basis was 216. I have a $9 or
[ 2346.01s ->  2354.01s] $900 profit to collect. If I am assigned, if the option expires in the money, if I didn't own the
[ 2354.01s ->  2360.17s] shares, then I would have to go into the market and I'd have to buy Nvidia at the current market
[ 2360.17s ->  2365.93s] price, which is above 225, and then provide it to the contract at the lower price, I would lose money.
[ 2365.93s ->  2370.97s] But here we are effectively covering that call position, covering that upside. Yes,
[ 2370.97s ->  2377.77s] our upside is capped at 225, but we are able to collect that $700 in premium today. So where does
[ 2377.77s ->  2382.57s] this strategy fall apart? It can't be that much of a free lunch, right? Well, like we discussed in the
[ 2382.57s ->  2390.57s] classroom, should the stock price decrease below your cost basis, then you are going to start to
[ 2390.57s ->  2396.73s] lose money, your account value, your net lick. That is, should you sell that stock back to the market?
[ 2396.73s ->  2404.41s] If it is below your cost basis, the current trading price, then you will lose money on this trade.
[ 2404.41s ->  2411.21s] You have all of the downside risk of owning the stock while you cap your upside, of course,
[ 2411.21s ->  2417.53s] trading that uncertain upside for the certainty of the option contracts premium.
[ 2418.25s ->  2424.17s] This strategy works very well with cash secured puts, trading them together creates the wheel,
[ 2424.17s ->  2431.37s] and that is a beautiful strategy to trade in an algorithmic capacity, especially when you have
[ 2431.37s ->  2437.61s] the intent on holding the underlying stock anyway. So this is what we are building towards.
[ 2437.61s ->  2442.25s] I hope you enjoyed this video. I hope you learned something. These videos certainly take a tremendous
[ 2442.25s ->  2446.17s] effort to put together. So if you enjoyed it and you want to see more like it in the future, please
[ 2446.17s ->  2451.61s] like comment, subscribe. It helps me out tremendously. It's always greatly appreciated.
[ 2451.61s ->  2458.33s] Check out quantguild.com to master your quantitative skills. Check out interactive brokers to trade
[ 2458.33s ->  2464.33s] this covered call strategy live. Other than that, I want to thank you so much for watching
[ 2464.33s ->  2475.05s] and I'll see you in the next video.
